@RELATION train

@ATTRIBUTE	age	REAL
@ATTRIBUTE	city_group	{Big_Cities,Other}
@ATTRIBUTE	type	{DT,FC,IL,MB}
@ATTRIBUTE	p1	REAL
@ATTRIBUTE	p2	REAL
@ATTRIBUTE	p3	REAL
@ATTRIBUTE	p4	REAL
@ATTRIBUTE	p5	REAL
@ATTRIBUTE	p6	REAL
@ATTRIBUTE	p7	REAL
@ATTRIBUTE	p8	REAL
@ATTRIBUTE	p9	REAL
@ATTRIBUTE	p10	REAL
@ATTRIBUTE	p11	REAL
@ATTRIBUTE	p12	REAL
@ATTRIBUTE	p13	REAL
@ATTRIBUTE	p14	REAL
@ATTRIBUTE	p15	REAL
@ATTRIBUTE	p16	REAL
@ATTRIBUTE	p17	REAL
@ATTRIBUTE	p18	REAL
@ATTRIBUTE	p19	REAL
@ATTRIBUTE	p20	REAL
@ATTRIBUTE	p21	REAL
@ATTRIBUTE	p22	REAL
@ATTRIBUTE	p23	REAL
@ATTRIBUTE	p24	REAL
@ATTRIBUTE	p25	REAL
@ATTRIBUTE	p26	REAL
@ATTRIBUTE	p27	REAL
@ATTRIBUTE	p28	REAL
@ATTRIBUTE	p29	REAL
@ATTRIBUTE	p30	REAL
@ATTRIBUTE	p31	REAL
@ATTRIBUTE	p32	REAL
@ATTRIBUTE	p33	REAL
@ATTRIBUTE	p34	REAL
@ATTRIBUTE	p35	REAL
@ATTRIBUTE	p36	REAL
@ATTRIBUTE	p37	REAL
@ATTRIBUTE	revenue	REAL

@DATA
1.20411998266,Big_Cities,IL,0.698970004336,0.778151250384,0.698970004336,0.698970004336,0.47712125472,0.47712125472,0.778151250384,0.698970004336,0.778151250384,0.778151250384,0.602059991328,0.778151250384,0.778151250384,0.301029995664,0.47712125472,0.47712125472,0.47712125472,0.698970004336,0.778151250384,0.698970004336,0.301029995664,0.602059991328,0.602059991328,0.301029995664,0.301029995664,0.301029995664,0.698970004336,0.47712125472,0.602059991328,0.778151250384,0.602059991328,0.698970004336,0.778151250384,0.778151250384,0.698970004336,0.602059991328,0.698970004336,5653753.0
0.845098040014,Big_Cities,FC,0.698970004336,0.778151250384,0.698970004336,0.698970004336,0.301029995664,0.47712125472,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.301029995664,0.778151250384,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.602059991328,0.47712125472,0.301029995664,0.602059991328,0.47712125472,0.0,0.0,0.0,0.0,0.602059991328,0.602059991328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6923131.0
0.301029995664,Other,IL,0.47712125472,0.698970004336,0.47712125472,0.778151250384,0.47712125472,0.602059991328,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.301029995664,0.301029995664,0.301029995664,0.301029995664,0.301029995664,0.0,0.0,0.0,0.0,0.301029995664,0.602059991328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055379.0
0.47712125472,Other,IL,0.845098040014,0.740362689494,0.845098040014,0.845098040014,0.698970004336,0.698970004336,1.04139268516,0.954242509439,1.04139268516,1.04139268516,0.954242509439,1.04139268516,0.929418925714,0.845098040014,0.698970004336,1.0,0.602059991328,1.11394335231,1.32221929473,1.11394335231,0.845098040014,0.301029995664,1.04139268516,0.47712125472,0.47712125472,0.54406804435,0.54406804435,0.54406804435,0.929418925714,1.41497334797,1.11394335231,1.04139268516,0.845098040014,1.27875360095,1.11394335231,1.11394335231,0.845098040014,2675511.0
0.778151250384,Other,IL,0.602059991328,0.698970004336,0.602059991328,0.698970004336,0.47712125472,0.47712125472,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.47712125472,0.301029995664,0.47712125472,0.301029995664,0.698970004336,0.47712125472,0.47712125472,0.301029995664,0.47712125472,0.301029995664,0.47712125472,0.602059991328,0.602059991328,0.778151250384,0.301029995664,0.602059991328,0.778151250384,0.301029995664,0.602059991328,0.47712125472,0.602059991328,0.698970004336,0.602059991328,0.602059991328,4316715.0
0.698970004336,Big_Cities,FC,0.845098040014,0.845098040014,0.740362689494,0.929418925714,0.954242509439,1.04139268516,1.04139268516,0.954242509439,0.954242509439,0.954242509439,1.04139268516,0.954242509439,0.845098040014,0.0,0.0,0.0,0.0,0.0,0.778151250384,0.845098040014,0.602059991328,0.301029995664,0.778151250384,0.0,0.0,0.0,0.0,0.929418925714,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017319.0
0.698970004336,Big_Cities,IL,0.47712125472,0.602059991328,0.698970004336,0.698970004336,0.301029995664,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.602059991328,0.698970004336,0.698970004336,0.602059991328,0.698970004336,0.47712125472,0.698970004336,0.301029995664,0.47712125472,0.301029995664,0.778151250384,0.698970004336,0.698970004336,0.778151250384,0.301029995664,0.602059991328,0.698970004336,0.778151250384,0.47712125472,0.47712125472,0.602059991328,0.778151250384,0.698970004336,0.698970004336,5166635.0
0.602059991328,Big_Cities,IL,0.698970004336,0.778151250384,0.698970004336,0.778151250384,0.47712125472,0.602059991328,0.778151250384,0.698970004336,0.698970004336,0.698970004336,0.698970004336,0.602059991328,0.698970004336,0.0,0.0,0.0,0.0,0.0,0.602059991328,0.778151250384,0.47712125472,0.698970004336,0.47712125472,0.0,0.0,0.0,0.0,0.602059991328,0.47712125472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4491607.0
0.698970004336,Other,IL,0.301029995664,0.301029995664,0.698970004336,0.698970004336,0.301029995664,0.47712125472,0.301029995664,0.778151250384,0.778151250384,0.778151250384,0.301029995664,0.778151250384,0.778151250384,0.301029995664,0.301029995664,0.47712125472,0.301029995664,0.698970004336,0.301029995664,0.301029995664,0.301029995664,0.301029995664,0.301029995664,0.698970004336,0.698970004336,0.698970004336,0.47712125472,0.47712125472,0.602059991328,0.698970004336,0.778151250384,0.778151250384,0.602059991328,0.698970004336,0.778151250384,0.698970004336,0.778151250384,4952497.0
0.602059991328,Other,IL,0.845098040014,0.740362689494,0.845098040014,0.929418925714,0.845098040014,0.698970004336,1.04139268516,1.04139268516,1.04139268516,1.04139268516,0.47712125472,1.04139268516,0.929418925714,0.0,0.0,0.0,0.0,0.0,1.41497334797,0.602059991328,0.602059991328,0.301029995664,1.04139268516,0.0,0.0,0.0,0.0,0.778151250384,0.54406804435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444227.0
0.301029995664,Other,FC,1.0,0.845098040014,0.845098040014,0.845098040014,0.698970004336,0.698970004336,1.04139268516,0.954242509439,1.04139268516,1.04139268516,0.954242509439,1.04139268516,0.929418925714,0.0,0.0,0.0,0.0,0.0,1.41497334797,1.20411998266,1.20411998266,0.602059991328,1.32221929473,0.0,0.0,0.0,0.0,1.04139268516,0.54406804435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3745135.0
0.47712125472,Big_Cities,IL,0.47712125472,0.698970004336,0.698970004336,0.698970004336,0.47712125472,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.47712125472,0.47712125472,0.778151250384,0.47712125472,0.698970004336,0.47712125472,0.778151250384,0.301029995664,0.301029995664,0.602059991328,0.778151250384,0.47712125472,0.602059991328,0.778151250384,0.602059991328,0.602059991328,0.778151250384,0.778151250384,0.698970004336,0.47712125472,0.602059991328,0.698970004336,0.698970004336,0.47712125472,5161370.0
0.301029995664,Big_Cities,IL,0.47712125472,0.47712125472,0.698970004336,0.698970004336,0.47712125472,0.301029995664,0.778151250384,0.698970004336,0.778151250384,0.778151250384,0.602059991328,0.778151250384,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.602059991328,0.698970004336,0.301029995664,0.47712125472,0.47712125472,0.0,0.0,0.0,0.0,0.301029995664,0.602059991328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734634.0
0.698970004336,Big_Cities,FC,0.698970004336,0.778151250384,0.698970004336,0.698970004336,0.301029995664,0.602059991328,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.602059991328,0.698970004336,0.301029995664,0.47712125472,0.301029995664,0.0,0.0,0.0,0.0,0.602059991328,0.602059991328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4807746.0
0.602059991328,Other,FC,0.47712125472,0.47712125472,0.698970004336,0.698970004336,0.301029995664,0.47712125472,0.778151250384,0.778151250384,0.778151250384,0.778151250384,0.47712125472,0.778151250384,0.778151250384,0.0,0.0,0.0,0.0,0.0,0.602059991328,0.602059991328,0.301029995664,0.602059991328,0.47712125472,0.0,0.0,0.0,0.0,0.47712125472,0.602059991328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999097.0
